,Code,Document_Date,Country,Industry,DCN
2385,VGR.N,2009-12-31,US,Tobacco (NEC),10645112
2386,BGS.N,2010-01-02,US,Food Processing (NEC),10644621
2387,TR.N,2009-12-31,US,Chocolate & Confectionery,10643823
2388,PNRA.OQ^G17,2009-12-29,US,Bread & Bakery Product Manufacturing,10641486
2389,INGR.N,2009-12-31,US,Food Processing (NEC),10640344
2390,CQB.N^A15,2009-12-31,US,Fishing & Farming (NEC),10639869
2391,ANDE.OQ,2009-12-31,US,Fishing & Farming Wholesale,10639668
2392,K.N,2010-01-02,US,Food Processing (NEC),10638511
2393,KO.N,2009-12-31,US,Non-Alcoholic Beverages (NEC),10636366
2394,PM.N,2009-12-31,US,Tobacco (NEC),10636189
2395,IFF.N,2009-12-31,US,Food Ingredients,10634722
2396,LO.N^F15,2009-12-31,US,Cigars & Cigarette Manufacturing,10633866
2397,MJN^F17,2009-12-31,US,Baby Food,10633302
2398,MDLZ.OQ,2009-12-31,US,Food Processing (NEC),10632299
2399,DFODQ.PK^F21,2009-12-31,US,Food Processing (NEC),10631598
2400,RFBC.PK,2009-10-31,US,Food Processing (NEC),10630844
2401,MO.N,2009-12-31,US,Cigars & Cigarette Manufacturing,10630673
2402,BEAM.N^E14,2009-12-31,US,Distilleries,10628290
2403,HLF.N,2009-12-31,KY,Special Foods & Wellbeing Products,10627077
2404,DUKS.PK^J13,2009-12-31,US,Food Processing (NEC),10626988
2405,LNCE.OQ^C18,2009-12-26,US,"Cookie, Cracker & Pasta Manufacturing",10623871
2406,—,2009-12-26,US,Carbonated Soft Drinks,10623054
2407,PBG.N^C10,2009-12-26,US,Non-Alcoholic Beverages (NEC),10623030
2408,PAS.N^C10,2010-01-02,US,Non-Alcoholic Beverages (NEC),10623009
2409,PEP.OQ,2009-12-26,US,Carbonated Soft Drinks,10622956
2410,TAP.N,2009-12-26,US,Brewers (NEC),10620445
2411,RDDC.PK^G19,2009-12-31,US,Bottled Water & Ice,10620079
2412,HSY.N,2009-12-31,US,Food Processing (NEC),10618154
2413,YYINE.PK^D16,2009-10-31,US,Dairy Products,10609960
2414,HJOE.PK^K16,2009-12-31,US,Non-Alcoholic Beverages (NEC),10588619
2415,DNAX.PK,2009-10-31,US,Investment Management & Fund Operators (NEC),10562975
2416,PLSB.PK^E21,2009-10-31,US,Non-Alcoholic Beverages (NEC),10556702
2417,JVA.OQ,2009-10-31,US,Coffee & Tea,10554956
2418,BRID.OQ,2009-10-30,US,Food Processing (NEC),10553577
2419,MKC.N,2009-11-30,US,Food Processing (NEC),10552112
2420,COWP.PK,2009-10-31,US,Fishing & Farming (NEC),10549170
2421,CRVP.A^C18,2009-10-31,US,Bottled Water & Ice,10545300
2422,RDBO.PK^H14,2009-09-30,US,Dairy Products,10525486
2423,FITX.PK,2009-09-30,US,Special Foods & Wellbeing Products,10524482
2424,MOJO.PK,2009-09-30,US,Non-Alcoholic Beverages (NEC),10522747
2427,CVGW.OQ,2009-10-31,US,Fruit & Vegetable Processing,10520968
2428,LIFD.PK,2009-09-30,US,Tobacco (NEC),91267164
2429,XXII.OQ,2009-09-30,US,Tobacco (NEC),91258532
2430,SAFM.OQ^G22,2009-10-31,US,Meat Processing,91255482
2431,HRL.N,2009-10-25,US,Meat Processing,91244930
2432,ALCO.OQ,2009-09-30,US,"Vegetable, Fruit & Nut Farming",91239216
2433,OFI.A^H13,2009-09-27,US,Food Processing (NEC),91235753
2434,NUTR.O^H17,2009-09-30,US,Special Foods & Wellbeing Products,91232793
2435,JJSF.OQ,2009-09-26,US,Snack Food & Non-Chocolate Confectionary,91228047
2436,IPSU.OQ^F12,2009-09-30,US,Sugar & Artificial Sweeteners,91227492
2437,RAH.N^A13,2009-09-30,US,Food Processing (NEC),91212911
2438,NTY.N^J10,2009-09-30,US,Special Foods & Wellbeing Products,91212620
2439,GMCR.OQ^C16,2009-09-26,US,Coffee & Tea,91208521
2440,AIPC.P^H10,2009-10-02,US,"Cookie, Cracker & Pasta Manufacturing",91202831
2441,TSN.N,2009-10-03,US,Meat Processing,91200183
2442,BILB.PK^A17,2009-08-31,US,Meat Processing,91188779
2443,USBFU.PK,2009-08-29,US,Meat Processing,91183492
2444,—,2009-08-29,US,Meat Processing,91183282
2445,URBF.PK,2009-07-31,US,"Vegetable, Fruit & Nut Farming",91181963
2446,PENX.OQ^C15,2009-08-31,US,Flour Milling,91180032
2447,GGBL.PK,2009-07-31,US,Grain (Crop) Production,91175375
2448,CHSCP.OQ,2009-08-31,US,Fishing & Farming (NEC),91171970
2449,ASCS.PK,2009-08-31,US,Food Processing (NEC),91156997
2450,DKGW.PK^H09,2009-07-31,US,Food Processing (NEC),91144743
2451,—,2009-09-30,US,Fishing & Farming (NEC),91143465
2452,AMNN.PK^C13,2009-07-31,US,"Starch, Vegetable Fat & Oil Manufacturing",91138175
2453,RIBT.OQ,2008-12-31,US,Food Processing (NEC),91128608
2454,NXXIQ.PK^A12,2009-06-30,US,Special Foods & Wellbeing Products,91117788
2455,ATCI.PK^H15,2009-06-30,US,Food Processing (NEC),91116874
2456,CSWG.PK^C17,2009-06-30,US,Animal Breeding,91116842
2457,MRIB.PK,2009-06-30,US,Distillers & Wineries (NEC),91116352
2458,DMND.OQ^C16,2009-07-31,US,Snack Food & Non-Chocolate Confectionary,91095689
2459,CPB.N,2009-08-02,US,Food Processing (NEC),91094474
2460,—,2009-06-30,US,Special Foods & Wellbeing Products,91091007
2461,—,2009-06-24,US,Coffee & Tea,91080881
2462,CSGN.PK^H09,2009-06-30,US,Food Processing (NEC),91080377
2463,PFACP.OQ^C10,2009-06-27,US,Fishing & Farming Wholesale,91076046
2464,FARM.OQ,2009-06-30,US,Coffee & Tea,91068242
2465,VTNA.PK,2009-04-30,US,Organic Farming,91066813
2466,MGPI.OQ,2009-06-30,US,Distillers & Wineries (NEC),91063590
2467,SAYC.PK^I22,2009-06-30,US,Diversified Industrial Goods Wholesale,91054628
2468,HAIN.OQ,2009-06-30,US,Food Ingredients,91046681
2469,JBSS.OQ,2009-06-25,US,Chocolate & Confectionery,91038975
2470,LANC.OQ,2009-06-30,US,Food Ingredients,91036734
2471,HSH.N^H14,2009-06-27,US,Food Processing (NEC),91036373
2472,ADM.N,2009-06-30,US,Food Processing (NEC),91036038
2473,AIXN.PK,2009-05-31,US,Health Food Stores,91035699
2474,GLDC.O^J16,2009-05-29,US,Food Processing (NEC),91034816
2475,SHF.N^L12,2009-05-31,US,Special Foods & Wellbeing Products,91026162
2476,FRXT.PK^G13,2009-06-30,US,Fishing & Farming (NEC),91024456
2477,ATTD.PK^H17,2009-03-31,US,Non-Alcoholic Beverages (NEC),91017078
2478,DKAM.PK,2009-04-30,US,Wineries,91011458
2479,CALM.OQ,2009-05-30,US,Poultry Farming,91003527
2480,SUWN.PK,2009-04-20,US,Pharmaceuticals (NEC),9971244
2481,CAG.N,2009-05-31,US,Food Processing (NEC),9961068
2482,AMHV.PK,2009-04-30,US,Grain (Crop) Production,9943744
2483,GIS.N,2009-05-31,US,Food Processing (NEC),9942444
2484,USMJ.PK,2009-06-30,US,Special Foods & Wellbeing Products,9941923
2485,DLM.N^C11,2009-05-03,US,Pet Food Manufacturing,9922958
2486,STEV.PK,2009-03-31,US,Agriculture Support Services,9919199
2487,CNGL.PK^F15,2009-03-31,US,Fruit & Vegetable Processing,9919186
2488,BRBL.PK,2009-03-31,US,Brewers (NEC),9917152
2489,TULY.OQ^I07,2009-03-29,US,Coffee & Tea,9916928
2490,ELDOD.PK^J16,2009-03-31,US,Non-Alcoholic Beverages (NEC),9916763
2491,TOOTQ.PK^H14,2009-03-31,US,Bread & Bakery Product Manufacturing,9916747
2492,—,2009-03-31,US,Wineries,9914119
2493,SJM.N,2009-04-30,US,Food Processing (NEC),9913397
2494,BFb.N,2009-04-30,US,Distillers & Wineries (NEC),9912321
2495,SFD.N^I13,2009-05-03,US,Meat Processing,9906331
2496,BOBE.OQ^A18,2009-04-24,US,Food Processing (NEC),9905257
2497,HNZ.N^F13,2009-04-29,US,Food Processing (NEC),9897067
2498,IAGX.PK,2009-03-31,US,Special Foods & Wellbeing Products,9896067
2499,CAGAQ.PK^K12,2009-03-28,US,Meat Processing,9894999
2500,SYUT.O^E17,2009-03-31,US,Dairy Products,9891991
2501,SENEA.OQ,2009-03-31,US,Frozen Food Manufacturing,9889681
2502,PYYX.PK,2009-03-31,US,Tobacco (NEC),9879969
2503,FLAF.PK,2009-03-31,US,Fishing & Farming (NEC),9874358
2504,GBVI.PK^G13,2008-06-30,US,Wineries,9868708
2505,UMAM.PK,2009-02-28,US,Fishing & Farming (NEC),9861942
2506,UVV.N,2009-03-31,US,Tobacco (NEC),9861215
2507,FFT.CD^G22,2009-02-28,CA,Commercial Nurseries,9858559
2508,—,2009-02-28,US,Chocolate & Confectionery,9852237
2509,CNOZ.PK^C19,2009-01-31,US,Ready-Made Meals,9837556
2510,CHRN.PK^C17,2008-12-31,US,Food Processing (NEC),9837443
2511,ZIVO.OQ,2008-12-31,US,Special Foods & Wellbeing Products,9837013
2512,JAMN.PK,2009-01-31,US,Coffee & Tea,9830966
2513,IDCX.PK^D14,2009-01-31,US,"Vegetable, Fruit & Nut Farming",9830701
2514,SMKY.PK^G15,2008-12-31,US,Meat Processing,9825379
2515,SZSN.PK^G22,2008-12-31,US,Fishing & Farming (NEC),9799287
2516,STZ.N,2009-02-28,US,Brewers (NEC),9779063
2517,CUBG.PK^B22,2008-12-31,US,Food Processing (NEC),9772882
2518,DEWM.PK,2008-12-31,US,Carbonated Soft Drinks,9769088
2519,—,2008-12-31,KY,Food Processing (NEC),9759696
2520,CIRX.PK,2008-12-31,US,Non-Alcoholic Beverages (NEC),9752173
2521,ADY.N^F13,2008-12-31,US,Dairy Products,9752139
2522,MSAH.PK,2008-12-31,US,"Vegetable, Fruit & Nut Farming",9752109
2523,VIPV.PK,2008-12-31,US,Bottled Water & Ice,9752102
2524,WCIG.PK,2008-12-31,US,Tobacco (NEC),9752050
2525,NLEF.PK^A16,2008-12-31,US,Non-Alcoholic Beverages (NEC),9751918
2526,KORE.PK^K14,2008-12-31,US,Non-Alcoholic Beverages (NEC),9751697
2527,ROAG.PK,2008-12-31,US,Distillers & Wineries (NEC),9751583
2528,CNOA.PK^E13,2008-12-31,US,Fishing & Farming Wholesale,9751396
2529,ENLG.PK^E14,2008-12-31,US,Food Processing (NEC),9751145
2530,MTBR.PK^L14,2008-12-31,US,Special Foods & Wellbeing Products,9751072
2531,GSPT.PK,2008-12-31,US,Electrical Components & Equipment (NEC),9750946
2532,FVRG.PK^G21,2008-12-31,US,Food Processing (NEC),9750451
2533,LATF.PK,2008-12-31,US,Food Processing (NEC),9750293
2534,CKGT.PK^H14,2008-12-31,US,Food Processing (NEC),9750218
2535,RBOR.PK^J16,2008-12-31,US,Dairy Products,9750157
2536,FOOD.PK^I11,2008-12-31,US,Food Processing (NEC),9749909
2537,IVFH.PK,2008-12-31,US,Food Processing (NEC),9749474
2538,PBGC.PK^G14,2008-12-31,US,Non-Alcoholic Beverages (NEC),9748899
2539,FCTOA.PK^J19,2008-12-31,US,Food Processing (NEC),9748106
2540,PLAG.A,2008-12-31,US,Food Processing (NEC),9746793
2541,—,2008-12-31,US,Bottled Water & Ice,9746271
2542,YSYB.PK^F19,2008-12-31,US,Food Processing (NEC),9745782
2543,EMDY.PK^J14,2008-12-31,US,Food Processing (NEC),9742810
2544,AQPW.PK,2008-12-31,US,Bottled Water & Ice,9740448
2545,AGEL.PK^H14,2008-12-31,US,Special Foods & Wellbeing Products,9739665
2546,NDAC.PK^K14,2008-12-25,US,Food Processing (NEC),9738053
2547,SKNYQ.PK^K14,2008-12-31,US,Non-Alcoholic Beverages (NEC),9737822
2548,—,2008-12-31,US,Food Processing (NEC),9734402
2549,—,2008-12-31,US,Non-Alcoholic Beverages (NEC),9733263
2550,VILF.PK^G14,2008-12-31,US,Food Processing (NEC),9721651
2551,ECIGQ.PK^H20,2008-12-31,US,Cigars & Cigarette Manufacturing,9720701
2552,ENHD.PK,2008-12-31,US,Food Processing (NEC),9720440
2553,LWAY.OQ,2008-12-31,US,Dairy Products,9720203
2554,KANP.PK,2008-12-31,US,Land Division & Subdivision,9720101
2555,GLLA.PK^F21,2008-12-31,US,Cigars & Cigarette Manufacturing,9719958
2556,ONBI.PK,2008-12-31,US,Special Foods & Wellbeing Products,9719760
2557,PARF.PK^L21,2008-12-31,US,Snack Food & Non-Chocolate Confectionary,9719376
2558,WDKA.PK^J22,2008-12-31,US,Distillers & Wineries (NEC),9718983
2559,OPCO.PK^C19,2008-12-31,US,Pet Food Manufacturing,9718602
2560,MENB.PK,2008-12-31,US,Brewers (NEC),9718516
2561,—,2008-12-31,US,Food Processing (NEC),9718345
2562,SDSYA.PK,2008-12-31,US,Food Processing (NEC),9718222
2563,—,2008-12-31,US,Food Processing (NEC),9717982
2564,SDI.A^G20,2008-12-31,US,Cigars & Cigarette Manufacturing,9717635
2565,SLVH.PK^G20,2008-12-31,US,Food Processing (NEC),9717436
2566,WVVI.OQ,2008-12-31,US,Wineries,9717413
2567,ADY.N^F13,2007-12-31,US,Dairy Products,9716937
2568,NUIN.PK^K18,2008-12-31,US,Fishing & Farming (NEC),9716871
2569,PABL.PK^J17,2008-12-31,US,Organic Farming,9716842
2570,YUII.PK,2008-12-31,US,Poultry Farming,9715872
2571,NNUTU.PK^I22,2008-12-31,US,"Vegetable, Fruit & Nut Farming",9714105
2572,CCYS.PK^C13,2008-12-31,US,Chocolate & Confectionery,9713989
2573,MJTK.PK^D21,2008-12-31,US,Business Support Services (NEC),9713565
2574,VIFL.OQ^C14,2008-12-31,US,Agriculture Support Services,9713555
2575,SNAK.OQ^L17,2008-12-27,US,Food Processing (NEC),9711501
2576,DOLE.N^K13,2009-01-03,US,Fishing & Farming (NEC),9711452
2577,REED.OQ,2008-12-31,US,Carbonated Soft Drinks,9710836
2578,FTLF.PK,2008-12-31,US,Special Foods & Wellbeing Products,9710453
2579,TOFB.PK,2008-12-27,US,Frozen Food Manufacturing,9710414
2580,MJN^F17,2008-12-31,US,Baby Food,9709982
2581,BREW.OQ^J20,2008-12-31,US,Craft & Micro Brewers,9707970
2582,KDP.OQ,2008-12-31,US,Non-Alcoholic Beverages (NEC),9706447
2583,TNBI.PK,2008-12-31,US,Animal Feed,9704755
2584,—,2008-12-31,US,Fishing & Farming Wholesale,9702378
2585,—,2009-01-03,US,Food Processing (NEC),9701465
2586,PSTA.OQ^L09,2008-12-31,US,Food Processing (NEC),9701261
2587,VPRB.PK,2008-12-31,US,Tobacco (NEC),9700392
2588,CMFO.PK,2008-12-31,US,Seafood Product Preparation & Packaging,9697588
2589,NATR.OQ,2008-12-31,US,Special Foods & Wellbeing Products,9697099
2590,—,2008-12-31,US,Food Processing (NEC),9696330
2591,HOGS.OQ^F13,2008-12-31,US,Meat Processing,9686315
2592,JAVOQ.PK^E11,2008-12-31,US,Coffee & Tea,9685453
2593,FEEDQ.PK^D14,2008-12-31,US,Animal Feed,9685208
2594,MED.N,2008-12-31,US,Special Foods & Wellbeing Products,9684336
2595,GLUC.PK,2008-12-31,US,Special Foods & Wellbeing Products,9683546
2596,JSDA.PK,2008-12-31,US,Non-Alcoholic Beverages (NEC),9682335
2597,SACQ.PK^F07,2008-12-31,US,Animal Feed,9681200
2598,PEET.OQ^J12,2008-12-28,US,Coffee & Tea,9679630
2599,COKE.OQ,2008-12-28,US,Non-Alcoholic Beverages (NEC),9679389
2600,RELV.PK,2008-12-31,US,Special Foods & Wellbeing Products,9678019
2601,IPHS.OQ^B20,2008-12-31,US,Food Ingredients,9676603
2602,HQSM.PK^D12,2008-12-31,US,Commercial Fishing,9676014
2603,TSTY.OQ^E11,2008-12-27,US,Bread & Bakery Product Manufacturing,9675473
2604,MTEX.OQ,2008-12-31,US,Special Foods & Wellbeing Products,9674625
2605,—,2008-12-27,CA,Bottled Water & Ice,9673312
2606,SOY.TO,2008-12-31,CA,Vegan & Vegetarian Food Manufacturing,9672323
2607,RDDC.PK^G19,2008-12-31,US,Bottled Water & Ice,9671897
2608,SAM.N,2008-12-27,US,Brewers (NEC),9670378
2609,OME.N^L17,2008-12-31,US,Commercial Fishing,9669938
2610,—,2008-12-31,US,Special Foods & Wellbeing Products,9667143
2611,CELH.OQ,2008-12-31,US,Non-Alcoholic Beverages (NEC),9665314
2612,USNA.N,2009-01-03,US,Special Foods & Wellbeing Products,9661895
2613,BGS.N,2009-01-03,US,Food Processing (NEC),9659011
2614,VEGL.PK^F21,2008-12-31,US,Agriculture Support Services,9656238
2617,DAR.N,2009-01-03,US,Food Processing (NEC),9656216
2618,FLO.N,2009-01-03,US,Bread & Bakery Product Manufacturing,9655032
2619,PAS.N^C10,2009-01-03,US,Non-Alcoholic Beverages (NEC),9654194
2620,—,2008-12-28,US,Food Processing (NEC),9651153
2621,BG.N,2008-12-31,BM,Food Processing (NEC),9648665
2622,PHLI.PK,2008-12-31,US,Special Foods & Wellbeing Products,9648641
2623,SEB.A,2008-12-31,US,Food Processing (NEC),9648623
2624,VGR.N,2008-12-31,US,Tobacco (NEC),9648476
2625,MNST.OQ,2008-12-31,US,Energy Drinks,9648441
2626,TR.N,2008-12-31,US,Chocolate & Confectionery,9646982
2627,CEDCQ.PK^F13,2008-12-31,US,Distillers & Wineries (NEC),9646503
2628,LO.N^F15,2008-12-31,US,Cigars & Cigarette Manufacturing,9646028
2629,CQB.N^A15,2008-12-31,US,Fishing & Farming (NEC),9644356
2630,PNRA.OQ^G17,2008-12-30,US,Bread & Bakery Product Manufacturing,9644151
2631,INGR.N,2008-12-31,US,Food Processing (NEC),9643923
2632,BEAM.N^E14,2008-12-31,US,Distilleries,9643879
2633,MDLZ.OQ,2008-12-31,US,Food Processing (NEC),9642324
2634,ICNB.PK,2008-11-30,US,Distillers & Wineries (NEC),9641781
2635,THS.N,2008-12-31,US,Food Processing (NEC),9638413
2636,IFF.N,2008-12-31,US,Food Ingredients,9638398
2637,KO.N,2008-12-31,US,Non-Alcoholic Beverages (NEC),9637277
2638,PM.N,2008-12-31,US,Tobacco (NEC),9636884
2639,TAP.N,2008-12-28,US,Brewers (NEC),9632144
2640,DFODQ.PK^F21,2008-12-31,US,Food Processing (NEC),9631501
2641,FDP.N,2008-12-26,KY,Fishing & Farming (NEC),9631277
2642,HLF.N,2008-12-31,KY,Special Foods & Wellbeing Products,9631125
2643,K.N,2009-01-03,US,Food Processing (NEC),9629042
2644,LNCE.OQ^C18,2008-12-27,US,"Cookie, Cracker & Pasta Manufacturing",9628972
2645,RAI.N^G17,2008-12-31,US,Tobacco (NEC),9626947
2646,—,2008-12-27,US,Carbonated Soft Drinks,9624302
2647,PBG.N^C10,2008-12-27,US,Non-Alcoholic Beverages (NEC),9624082
2648,HSY.N,2008-12-31,US,Food Processing (NEC),9623255
2649,PEP.OQ,2008-12-27,US,Carbonated Soft Drinks,9622118
2650,AMNT.PK^J11,2008-09-28,US,Food Processing (NEC),9605072
2651,YYINE.PK^D16,2008-10-31,US,Dairy Products,9604451
2652,—,2008-12-31,US,Non-Alcoholic Beverages (NEC),9597038
2653,RFBC.PK,2008-10-31,US,Food Processing (NEC),9592475
2654,IGRW.PK,2008-09-30,US,Special Foods & Wellbeing Products,9589158
2655,FITX.PK,2008-09-30,US,Special Foods & Wellbeing Products,9579653
2656,PLSB.PK^E21,2008-10-31,US,Non-Alcoholic Beverages (NEC),9555199
2657,JVA.OQ,2008-10-31,US,Coffee & Tea,9554824
2658,CRVP.A^C18,2008-10-31,US,Bottled Water & Ice,9554259
2659,MKC.N,2008-11-30,US,Food Processing (NEC),9552314
2660,BRID.OQ,2008-10-31,US,Food Processing (NEC),9550556
2661,COWP.PK,2008-10-31,US,Fishing & Farming (NEC),9550094
2662,DNAX.PK,2008-10-31,US,Investment Management & Fund Operators (NEC),9544608
2663,CFDJ.PK^I10,2008-09-30,US,Food Processing (NEC),9531253
2664,CVGW.OQ,2008-10-31,US,Fruit & Vegetable Processing,9527007
2665,RDBO.PK^H14,2008-09-30,US,Dairy Products,9522812
2666,LIFD.PK,2008-09-30,US,Tobacco (NEC),81276462
2667,XXII.OQ,2008-09-30,US,Tobacco (NEC),81273597
2668,MOJO.PK,2008-09-30,US,Non-Alcoholic Beverages (NEC),81273579
2669,—,2008-08-31,US,Food Processing (NEC),81267855
2670,HRL.N,2008-10-26,US,Meat Processing,81267726
2671,SAFM.OQ^G22,2008-10-31,US,Meat Processing,81260111
2672,ALCO.OQ,2008-09-30,US,"Vegetable, Fruit & Nut Farming",81250092
2673,OFI.A^H13,2008-09-28,US,Food Processing (NEC),81247298
2674,PPC.OQ,2008-12-11,US,Meat Processing,81243848
2675,GMCR.OQ^C16,2008-09-27,US,Coffee & Tea,81243153
2676,AIPC.P^H10,2008-09-26,US,"Cookie, Cracker & Pasta Manufacturing",81241203
2677,JJSF.OQ,2008-09-27,US,Snack Food & Non-Chocolate Confectionary,81237298
2678,NTY.N^J10,2008-09-30,US,Special Foods & Wellbeing Products,81223073
2679,RAH.N^A13,2008-09-30,US,Food Processing (NEC),81222902
2680,CENT.OQ,2008-09-27,US,Pet Food Manufacturing,81218491
2681,ASCS.PK,2008-08-31,US,Food Processing (NEC),81215861
2682,—,2008-08-31,US,Fishing & Farming (NEC),81215821
2683,USBFU.PK,2008-08-30,US,Meat Processing,81210616
2684,—,2008-08-30,US,Meat Processing,81210421
2685,CHSCP.OQ,2008-08-31,US,Fishing & Farming (NEC),81207498
2686,NUIN.PK^K18,2008-07-31,US,Fishing & Farming (NEC),81205087
2687,NUTR.O^H17,2008-09-30,US,Special Foods & Wellbeing Products,81203959
2688,PENX.OQ^C15,2008-08-31,US,Flour Milling,81188059
2689,BILB.PK^A17,2008-08-31,US,Meat Processing,81161722
2690,AMNN.PK^C13,2008-07-31,US,"Starch, Vegetable Fat & Oil Manufacturing",81155729
2691,URBF.PK,2008-07-31,US,"Vegetable, Fruit & Nut Farming",81135226
2692,—,2008-09-30,US,Fishing & Farming (NEC),81134176
2693,RUDN.PK^K08,2008-06-30,US,Non-Alcoholic Beverages (NEC),81122761
2694,ATCI.PK^H15,2008-06-30,US,Food Processing (NEC),81119447
2695,—,2008-06-25,US,Coffee & Tea,81114737
2696,NATR.OQ,2007-12-31,US,Special Foods & Wellbeing Products,81111497
2697,NATR.OQ,2006-12-31,US,Special Foods & Wellbeing Products,81111486
2698,CPB.N,2008-08-03,US,Food Processing (NEC),81098558
2699,NXXIQ.PK^A12,2008-06-30,US,Special Foods & Wellbeing Products,81095272
2700,DMND.OQ^C16,2008-07-31,US,Snack Food & Non-Chocolate Confectionary,81088926
2701,PFACP.OQ^C10,2008-06-28,US,Fishing & Farming Wholesale,81088542
2702,TULY.OQ^I07,2008-03-30,US,Coffee & Tea,81077180
2703,CUSI.PK,2008-06-28,US,Frozen Food Manufacturing,81076969
2704,FARM.OQ,2008-06-30,US,Coffee & Tea,81072220
2705,IBCIQ.PK^B09,2008-05-31,US,Bread & Bakery Product Manufacturing,81071703
2706,MGPI.OQ,2008-06-30,US,Distillers & Wineries (NEC),81069379
2707,HAIN.OQ,2008-06-30,US,Food Ingredients,81048915
2708,LANC.OQ,2008-06-30,US,Food Ingredients,81048038
2709,ADM.N,2008-06-30,US,Food Processing (NEC),81046875
2710,HSH.N^H14,2008-06-28,US,Food Processing (NEC),81042149
2711,GLDC.O^J16,2008-05-30,US,Food Processing (NEC),81036505
2712,SHF.N^L12,2008-05-31,US,Special Foods & Wellbeing Products,81032517
2713,CALM.OQ,2008-05-31,US,Poultry Farming,8989059
2714,SUWN.PK,2008-04-30,US,Pharmaceuticals (NEC),8976713
2715,CAG.N,2008-05-25,US,Food Processing (NEC),8965672
2716,SOY.TO,2007-12-31,CA,Vegan & Vegetarian Food Manufacturing,8962214
2717,FIZZ.OQ,2008-05-03,US,Non-Alcoholic Beverages (NEC),8957838
2718,GIS.N,2008-05-25,US,Food Processing (NEC),8948745
2719,ATTD.PK^H17,2008-03-31,US,Non-Alcoholic Beverages (NEC),8935538
2720,—,2008-03-31,US,Wineries,8927145
2721,PYYX.PK,2008-03-31,US,Tobacco (NEC),8926702
2723,BRBL.PK,2008-03-31,US,Brewers (NEC),8926641
2724,GXYF.OB^F09,2008-03-31,US,Food Processing (NEC),8926554
2725,TOOTQ.PK^H14,2008-03-31,US,Bread & Bakery Product Manufacturing,8926359
2726,AIPC.P^H10,2007-09-28,US,"Cookie, Cracker & Pasta Manufacturing",8923138
2727,SJM.N,2008-04-30,US,Food Processing (NEC),8922990
2728,BFb.N,2008-04-30,US,Distillers & Wineries (NEC),8921942
2729,DLM.N^C11,2008-04-27,US,Pet Food Manufacturing,8916354
2730,BOBE.OQ^A18,2008-04-25,US,Food Processing (NEC),8914286
2731,HNZ.N^F13,2008-04-30,US,Food Processing (NEC),8907089
2732,PABL.PK^J17,2007-12-31,US,Organic Farming,8904714
2733,PABL.PK^J17,2006-12-31,US,Organic Farming,8904708
2734,PABL.PK^J17,2005-12-31,US,Organic Farming,8904687
2735,PABL.PK^J17,2004-12-31,US,Organic Farming,8904682
2736,PABL.PK^J17,1998-12-31,US,Organic Farming,8904639
2737,PABL.PK^J17,1999-12-31,US,Organic Farming,8904630
2738,PABL.PK^J17,2000-12-31,US,Organic Farming,8904626
2739,PABL.PK^J17,2001-12-31,US,Organic Farming,8904622
2740,PABL.PK^J17,2002-12-31,US,Organic Farming,8904617
2741,PABL.PK^J17,2003-12-31,US,Organic Farming,8904613
2742,—,2008-03-01,US,Ready-Made Meals,8901417
2743,AIPC.P^H10,2005-09-30,US,"Cookie, Cracker & Pasta Manufacturing",8901089
2744,SYUT.O^E17,2008-03-31,US,Dairy Products,8900942
2745,CAGAQ.PK^K12,2008-03-29,US,Meat Processing,8895969
2746,IDCX.PK^D14,2008-01-31,US,"Vegetable, Fruit & Nut Farming",8836055
2747,—,2008-02-29,US,Chocolate & Confectionery,8832312
2748,CWDK.OB^K08,2007-12-31,US,Non-Alcoholic Beverages (NEC),8795808
